"ML","Location","UseCode","UseDescription","LandArea","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","SaleDate","StyleDesc","GrossArea","Occupancy","AYBYrBuilt","BldgStories"
"107-21","26 INMAN ST #2A","102","CONDOMINIUM",0,0,422900,422900," 46901/ 517",1/31/2006,"APARTMENT",1140,"",1960,"2"
"107-21","26 INMAN ST #2B","102","CONDOMINIUM",0,0,401500,401500," 15918/  64",12/11/1984,"APARTMENT",1144,"AP",1960,"2"
"107-21","26 INMAN ST #2C","102","CONDOMINIUM",0,0,424800,424800," 27495/ 552",10/25/1994,"APARTMENT",1148,"",1960,"2"
"107-21","26 INMAN ST #2D","102","CONDOMINIUM",0,0,424800,424800," 47518/ 107",5/26/2006,"APARTMENT",1148,"",1960,"2"
"107-21","26 INMAN ST #GA","102","CONDOMINIUM",0,0,224500,224500," 54530/ 145",4/12/2010,"BASEMENT",560,"BS",1960,"1"
"107-21","26 INMAN ST #GB","102","CONDOMINIUM",0,0,231300,231300," 16279/ 233",8/20/1985,"BASEMENT",565,"",1960,"1"
"107-21","26 INMAN ST #GC","102","CONDOMINIUM",0,0,225500,225500," 35669/ 263",6/18/2002,"BASEMENT",566,"BS",1960,"1"
"107-21","26 INMAN ST #GD","102","CONDOMINIUM",0,0,224500,224500," 51093/  73",4/28/2008,"BASEMENT",560,"AP",1960,"1"
"107-26","99 PROSPECT ST","960","Church",19556.9999064,903500,5962100,6865600,"/",7/7/1995,"HISTORIC CHURCH",20004,"",1880,"1"
"107-40","12 ST PAUL ST","199","CONDO-BLDG",2316.99996,380700,0,380700," 40428/ 089",8/12/2003,"",5466,"",1903,"2.75"
"107-40","12 ST PAUL ST #1","102","CONDOMINIUM",0,0,606800,606800," 54847/ 268",6/18/2010,"TWO-FLOORS",1628,"",1903,""
"107-40","12 ST PAUL ST #2","102","CONDOMINIUM",0,0,487200,487200," 54693/ 587",5/17/2010,"FLAT",1043,"",1903,""
"107-40","12 ST PAUL ST #3","102","CONDOMINIUM",0,0,531000,531000," 45075/ 473",4/28/2005,"TWO-FLOORS",1273,"",1903,""
"107-47","6 ST PAUL ST","104","TWO-FAM-RES",2914.0002144,467300,441500,908800," 22476/ 269",10/7/1992,"CONVENTIONAL",4950,"BK",1902,"2.75"
"107-48","4 ST PAUL ST","104","TWO-FAM-RES",2613.0001788,451800,515600,967400," 59022/ 510",5/3/2012,"OLD STYLE TWO FAM",5080,"BK",1903,"2.75"
"107-49","2 ST PAUL ST","199","CONDO-BLDG",3081.9998088,0,0,0," 30853/ 407",9/14/2000,"",5140,"",1903,"2.75"
"107-49","2 ST PAUL ST #1","102","CONDOMINIUM",0,0,532100,532100," 42360/ 557",3/31/2004,"FLAT",1285,"",1903,"1"
"107-49","2 ST PAUL ST #2","102","CONDOMINIUM",0,0,502900,502900," 54990/ 212",7/15/2010,"FLAT",1091,"",1903,"1"
"107-49","2 ST PAUL ST #3","102","CONDOMINIUM",0,0,431500,431500," 40119/ 106",7/24/2003,"FLAT",1065,"",0,"1"
"107-55","11 ST PAUL ST","105","THREE-FM-RES",2264.0000724,441000,522100,963100," 44658/ 244",2/17/2005,"OLD STYLE THREE FAM",4876,"BK",1902,"2.75"
"107-56","15 ST PAUL ST","111","4-8-UNIT-APT",2483.0001504,320000,650700,970700," 44658/ 242",2/17/2005,"MULT-RESDNCE",5088,"4",1910,"3"
"107-58","11.5 ST PAUL ST","132","RES-UDV-LAND",175.000122,4400,0,4400," 18854/ 300",6/30/1976,"",,"",0,""
"107-59","28 INMAN ST","199","CONDO-BLDG",7680.0000024,0,0,0,"/",11/9/1983,"",14444,"",1910,"3"
"107-59","28 INMAN ST #1","102","CONDOMINIUM",0,0,511200,511200," 20294/ 303",12/29/1989,"APARTMENT",1512,"",1910,"1"
"107-59","28 INMAN ST #2","102","CONDOMINIUM",0,0,440000,440000," 20294/ 305",12/29/1989,"APARTMENT",1517,"AP",1910,"1"
"107-59","28 INMAN ST #3","102","CONDOMINIUM",0,0,455100,455100," 20294/ 307",12/29/1989,"APARTMENT",1548,"",1910,"1"
"107-59","28 INMAN ST #4","102","CONDOMINIUM",0,0,455100,455100," 20294/ 309",12/29/1989,"APARTMENT",1548,"",1910,"1"
"107-59","28 INMAN ST #5","102","CONDOMINIUM",0,0,455100,455100," 20294/ 311",12/29/1989,"APARTMENT",1548,"",1910,"1"
"107-59","28 INMAN ST #6","102","CONDOMINIUM",0,0,479500,479500," 20294/ 313",12/29/1989,"APARTMENT",1553,"FL",1910,"1"
"107-62","16 ST PAUL ST","105","THREE-FM-RES",3648.9998556,498500,571300,1069800," 57767/ 125",11/1/2011,"OLD STYLE THREE FAM",5466,"BK",1905,"3"
"107-71","18 INMAN ST","199","CONDO-BLDG",2787.9998652,395200,0,395200,"  1303/  98",7/5/2005,"",5672,"",1916,"3"
"107-71","18 INMAN ST #1","102","CONDOMINIUM",0,0,553100,553100,"   114/  96",1/25/2011,"FLAT",1448,"",1916,""
"107-71","18 INMAN ST #2","102","CONDOMINIUM",0,0,487000,487000,"    91/  80",11/15/2005,"FLAT",1154,"",1916,""
"107-71","18 INMAN ST #3","102","CONDOMINIUM",0,0,484800,484800,"    91/  91",11/21/2005,"FLAT",1154,"",1916,""
"107-76","139 BISHOP ALLEN DR","0112","MXD >8-UNIT-APT",28176.9998796,1536000,56800,1592800," 16822/ 128",3/7/1986,"APARTMENTS",12940,"12",1914,"3"
"107-77","30 INMAN ST","199","CONDO-BLDG",8973.0001944,0,0,0,"/",1/1/1900,"",13813,"",1975,"3"
"107-77","30 INMAN ST #A","102","CONDOMINIUM",0,0,734600,734600," 53964/ 294",12/8/2009,"TOWNHSE-END",1990,"TE",1975,"4"
"107-77","30 INMAN ST #B","102","CONDOMINIUM",0,0,663200,663200," 27822/  72",10/30/1997,"TOWNHOUSE",2041,"TH",1975,"1"
"107-77","30 INMAN ST #C","102","CONDOMINIUM",0,0,725400,725400," 16086/  18",2/4/1977,"TOWNHOUSE",2092,"TT",1975,"4"
"107-77","30 INMAN ST #D","102","CONDOMINIUM",0,0,692900,692900," 20868/ 567",11/16/1990,"TOWNHOUSE",2092,"TH",1975,"1"
"107-77","30 INMAN ST #E","102","CONDOMINIUM",0,0,812000,812000," 58880/ 321",4/12/2012,"TOWNHOUSE",2092,"TH",1975,"1"
"107-77","30 INMAN ST #F","102","CONDOMINIUM",0,0,701400,701400," 49723/ 356",7/2/2007,"TOWNHSE-END",1990,"TE",1975,"4"
"107-83","149 BISHOP ALLEN DR","199","CONDO-BLDG",5484.0001392,0,0,0,"/",5/15/1987,"",5702,"",1854,"2.5"
"107-83","149A BISHOP ALLEN DR #A","102","CONDOMINIUM",0,0,708200,708200," 31607/ 360",7/14/2000,"SEMIDETACHED",2350,"SD",1854,"3"
"107-83","149 BISHOP ALLEN DR #B","102","CONDOMINIUM",0,0,381400,381400," 53903/ 564",11/25/2009,"BASEMENT",1170,"BS",1854,"1"
"107-83","149 BISHOP ALLEN DR #C","102","CONDOMINIUM",0,0,485600,485600," 53316/ 569",7/31/2009,"TWO-FLOORS",1115,"TW",1854,"2"
"107-84","151 BISHOP ALLEN DR","101","SNGL-FAM-RES",4205.9998332,424000,776300,1200300,"  1343/  96",8/29/2007,"COLONIAL",5562,"ST",1902,"2.5"
"107-89","147 BISHOP ALLEN DR","104","TWO-FAM-RES",2648.9999052,452700,415400,868100,"  1166/ 157",1/7/1997,"OLD STYLE TWO FAM",4660,"CN",1922,"2.25"
"107-90","4 AUSTIN PK","101","SNGL-FAM-RES",2600.0001324,451500,793300,1244800,"  1270/ 150",7/2/2003,"CONVENTIONAL",4339,"BK",1922,"2"
"107-91","6 AUSTIN PK","104","TWO-FAM-RES",3005.0001036,472700,426100,898800,"  1189/  22",6/16/1998,"OLD STYLE TWO FAM",4190,"BK",1905,"2"
"107-92","8 AUSTIN PK","104","TWO-FAM-RES",2622.9998124,452100,277000,729100,"  1134/  92",11/1/1994,"OLD STYLE TWO FAM",4038,"BK",1902,"2"
"107-93","10 AUSTIN PK","104","TWO-FAM-RES",2512.9999224,372400,358000,730400,"  1064/  42",11/30/1989,"OLD STYLE TWO FAM",4140,"CN",1902,"2"
"107-94","1 AUSTIN PK","104","TWO-FAM-RES",2648.9999052,452700,492200,944900,"  1008/  54",11/23/1998,"OLD STYLE TWO FAM",5740,"BK",1922,"2.5"
"107-95","3 AUSTIN PK","104","TWO-FAM-RES",2593.0000404,451300,357600,808900,"  1053/ 117",8/22/1980,"OLD STYLE TWO FAM",4234,"BK",1902,"2"
"107-96","5 AUSTIN PK","104","TWO-FAM-RES",2992.0000572,472000,453900,925900,"  1232/  94",2/24/1955,"OLD STYLE TWO FAM",4190,"BK",1902,"2"
"107-97","7 AUSTIN PK","199","CONDO-BLDG",2594.000178,0,0,0,"  1220/  92",5/12/2000,"",5520,"",1849,"2"
"107-97","AUSTIN PK #1","102","CONDOMINIUM",0,0,545700,545700,"   U68/  82",5/17/2000,"FLAT",1717,"",1849,"1"
"107-97","7 AUSTIN PK #2","102","CONDOMINIUM",0,0,474400,474400,"    92/ 110",2/14/2006,"FLAT",1026,"",1849,"1"
"107-98","9 AUSTIN PK","104","TWO-FAM-RES",3316.9999104,404100,499100,903200,"  1188/  86",6/30/1998,"OLD STYLE TWO FAM",4830,"BK",1905,"2"
"107-99","12 INMAN ST","199","CONDO-BLDG",8945.999964,0,0,0,"/",1/1/1900,"",9226,"",1965,"7"
"107-99","12 INMAN ST #11","102","CONDOMINIUM",0,0,309200,309200," 28168/ 201",2/11/1998,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #12","102","CONDOMINIUM",0,0,258700,258700," 50630/ 518",1/24/2008,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #13","102","CONDOMINIUM",0,0,192800,192800," 13709/ 290",6/8/1979,"APARTMENT",429,"AP",1965,"1"
"107-99","12 INMAN ST #14","102","CONDOMINIUM",0,0,258700,258700," 49183/  82",3/24/2007,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #15","102","CONDOMINIUM",0,0,317600,317600," 13650/ 523",3/2/1979,"APARTMENT",929,"",1965,"1"
"107-99","12 INMAN ST #21","102","CONDOMINIUM",0,0,309200,309200," 22998/ 191",3/19/1993,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #22","102","CONDOMINIUM",0,0,242800,242800," 49038/ 431",2/27/2007,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #23","102","CONDOMINIUM",0,0,192800,192800," 12611/   9",4/4/1974,"APARTMENT",429,"AP",1965,"1"
"107-99","12 INMAN ST #24","102","CONDOMINIUM",0,0,242800,242800," 14193/ 123",1/19/1981,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #25","102","CONDOMINIUM",0,0,309200,309200," 28431/ 531",11/10/1975,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #31","102","CONDOMINIUM",0,0,309200,309200," 14970/ 397",4/14/1983,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #32","102","CONDOMINIUM",0,0,242800,242800," 13709/ 294",6/8/1979,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #33","102","CONDOMINIUM",0,0,192800,192800," 22827/ 146",1/13/1993,"APARTMENT",429,"AP",1965,"1"
"107-99","12 INMAN ST #34","102","CONDOMINIUM",0,0,242800,242800," 14198/ 439",1/23/1981,"APARTMENT",653,"",1965,"1"
"107-99","12 INMAN ST #35","102","CONDOMINIUM",0,0,317600,317600," 51542/ 288",8/8/2008,"APARTMENT",929,"",1965,"1"
"107-99","12 INMAN ST #41","102","CONDOMINIUM",0,0,299500,299500," 25101/ 312",1/3/1995,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #42","102","CONDOMINIUM",0,0,272800,272800," 35790/ 435",6/25/2002,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #43","102","CONDOMINIUM",0,0,205400,205400," 52201/ 532",2/9/2009,"APARTMENT",429,"AP",1965,"1"
"107-99","12 INMAN ST #44","102","CONDOMINIUM",0,0,242800,242800," 52835/ 201",5/22/2009,"APARTMENT",653,"",1965,"1"
"107-99","12 INMAN ST #45","102","CONDOMINIUM",0,0,309200,309200," 53724/  23",10/26/2009,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #51","102","CONDOMINIUM",0,0,325500,325500," 43585/ 470",8/25/2004,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #52","102","CONDOMINIUM",0,0,256000,256000," 52858/  63",5/27/2009,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #53","102","CONDOMINIUM",0,0,215800,215800," 31918/ 300",3/20/1985,"APARTMENT",429,"",1965,"1"
"107-99","12 INMAN ST #54","102","CONDOMINIUM",0,0,256000,256000," 13489/ 286",7/14/1978,"APARTMENT",653,"",1965,"1"
"107-99","12 INMAN ST #55","102","CONDOMINIUM",0,0,361300,361300," 22527/ 105",10/22/1992,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #61","102","CONDOMINIUM",0,0,333700,333700," 45573/ 165",7/8/2005,"APARTMENT",929,"AP",1965,"1"
"107-99","12 INMAN ST #62","102","CONDOMINIUM",0,0,303000,303000," 48595/ 506",12/1/2006,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #63","102","CONDOMINIUM",0,0,208300,208300," 47709/  72",6/28/2006,"APARTMENT",429,"AP",1965,"1"
"107-99","12 INMAN ST #64","102","CONDOMINIUM",0,0,248900,248900," 20387/ 479",2/21/1990,"APARTMENT",653,"AP",1965,"1"
"107-99","12 INMAN ST #65","102","CONDOMINIUM",0,0,333700,333700," 50113/ 421",9/18/2007,"APARTMENT",929,"",1965,"1"
"107-105","8 ST PAUL ST","199","CONDO-BLDG",3268.0001376,0,0,0," 35228/ 527",4/8/2002,"",4988,"",0,"2.75"
"107-105","8 ST PAUL ST #1","102","CONDOMINIUM",0,0,360800,360800," 35229/ 102",4/8/2002,"FLAT",1326,"",1902,""
"107-105","8 ST PAUL ST #2","102","CONDOMINIUM",0,0,372100,372100," 59355/ 515",6/22/2012,"FLAT",1133,"",1902,""
"107-105","8 ST PAUL ST #3","102","CONDOMINIUM",0,0,449100,449100," 51604/ 112",8/22/2008,"FLAT",1057,"",1902,""
"107-106","93 PROSPECT ST","111","4-8-UNIT-APT",5447.9999772,320000,553700,873700," 60760/ 452",12/18/2012,"MULT-RESDNCE",5861,"4",1900,"3"
"107-107","3 ST PAUL ST","101","SNGL-FAM-RES",1995.999786,431900,521800,953700," 54920/ 495",6/30/2010,"CONVENTIONAL",3012,"BK",1903,"2.5"
"107-108","5 ST PAUL ST","101","SNGL-FAM-RES",1996.9999236,431900,299800,731700," 25408/ 229",11/24/1992,"CONVENTIONAL",3214,"BK",1903,"2.5"
"107-109","9 ST PAUL ST","104","TWO-FAM-RES",2062.9998576,433100,392100,825200," 51020/ 311",4/11/2008,"OLD STYLE TWO FAM",3358,"BK",1903,"2.75"
"107-111","14 ST PAUL ST","105","THREE-FM-RES",2987.9999424,471700,583100,1054800," 23129/ 130",4/29/1993,"OLD STYLE THREE FAM",5294,"BK",1903,"2.75"
"107-113","7 ST PAUL ST","104","TWO-FAM-RES",1999.0001988,431900,253900,685800," 46346/ 124",10/28/2005,"OLD STYLE TWO FAM",3214,"BK",1902,"2.5"
"107-117","107 PROSPECT ST","324","SUPERMARKET",26324.9998704,1094600,1059300,2153900," 30617/   1",9/1/1999,"MARKET",14364,"1",1943,"2"
"107-119","18 ST PAUL ST","105","THREE-FM-RES",2932.0000776,468400,452900,921300," 59793/ 219",8/20/2012,"OLD STYLE THREE FAM",5057,"BK",1910,"2.75"
"107-120","20 ST PAUL ST","199","CONDO-BLDG",2654.0001576,0,0,0,"/",4/28/1986,"",5296,"",1903,"2.75"
"107-120","20 ST PAUL ST #1","102","CONDOMINIUM",0,0,424400,424400," 25143/ 184",1/25/1995,"FLAT",1035,"FL",1903,"1"
"107-120","20 ST PAUL ST #2","102","CONDOMINIUM",0,0,418600,418600," 24880/ 164",9/27/1994,"FLAT",1085,"FL",1903,"1"
"107-120","20 ST PAUL ST #3","102","CONDOMINIUM",0,0,371300,371300," 58204/ 194",12/30/2011,"FLAT",980,"FL",1903,"1"
"107-121","260 HARVARD ST","112",">8-UNIT-APT",19900.0000584,2000000,2821900,4821900,"  7130/ 206",5/9/1947,"APARTMENTS",23192,"25",1947,"3"
"107-122","270 HARVARD ST","112",">8-UNIT-APT",29584.0000764,2560000,3817900,6377900," 24805/ 583",8/25/1994,"APARTMENTS",31224,"32",1920,"3"
"107-127","40 INMAN ST","199","CONDO-BLDG",21636.9999252,0,0,0,"/",1/1/1900,"",28328,"",1900,"4"
"107-127","276 HARVARD ST #1","102","CONDOMINIUM",0,0,529900,529900," 45308/ 460",6/2/2005,"APARTMENT",1400,"AP",1900,"1"
"107-127","276 HARVARD ST #2","102","CONDOMINIUM",0,0,372100,372100," 45370/ 363",6/13/2005,"APARTMENT",903,"",1900,"1"
"107-127","276 HARVARD ST #3","102","CONDOMINIUM",0,0,526300,526300," 25137/ 516",1/23/1995,"APARTMENT",1448,"AP",1900,"1"
"107-127","276 HARVARD ST #4","102","CONDOMINIUM",0,0,357300,357300," 17376/ 518",6/8/1984,"APARTMENT",951,"AP",1900,"1"
"107-127","276 HARVARD ST #5","102","CONDOMINIUM",0,0,477600,477600," 46603/ 109",12/5/2005,"APARTMENT",1448,"AP",1900,"1"
"107-127","276 HARVARD ST #6","102","CONDOMINIUM",0,0,418900,418900," 60742/ 384",12/17/2012,"APARTMENT",951,"AP",1900,"1"
"107-127","276 HARVARD ST #7","102","CONDOMINIUM",0,0,477600,477600," 27079/ 233",11/15/2001,"APARTMENT",1448,"AP",1900,"1"
"107-127","276 HARVARD ST #8","102","CONDOMINIUM",0,0,445300,445300," 60004/ 332",9/14/2012,"APARTMENT",951,"AP",1900,"1"
"107-127","40 INMAN ST #40/1","102","CONDOMINIUM",0,0,411600,411600," 47482/ 577",5/22/2006,"APARTMENT",1134,"AP",1900,"1"
"107-127","40 INMAN ST #40/2","102","CONDOMINIUM",0,0,391900,391900," 31953/ 362",8/10/1979,"APARTMENT",1097,"AP",1900,"1"
"107-127","40 INMAN ST #40/3","102","CONDOMINIUM",0,0,472200,472200," 60224/ 313",10/11/2012,"APARTMENT",1192,"AP",1900,"1"
"107-127","40 INMAN ST #40/4","102","CONDOMINIUM",0,0,430300,430300," 49920/ 441",8/9/2007,"APARTMENT",1155,"AP",1900,"1"
"107-127","40 INMAN ST #40/5","102","CONDOMINIUM",0,0,422900,422900," 22911/   4",2/12/1993,"APARTMENT",1192,"",1900,"1"
"107-127","40 INMAN ST #40/6","102","CONDOMINIUM",0,0,484600,484600," 46006/  24",8/31/2005,"APARTMENT",1155,"FL",1900,"1"
"107-127","40 INMAN ST #40/7","102","CONDOMINIUM",0,0,472200,472200," 45814/ 305",8/8/2005,"APARTMENT",1192,"AP",1900,"1"
"107-127","40 INMAN ST #40/8","102","CONDOMINIUM",0,0,405700,405700," 14262/ 508",4/14/1981,"APARTMENT",1155,"AP",1900,"1"
"107-128","272 HARVARD ST","130","RES-DEV-LAND",6050.0000484,570700,0,570700," 28586/ 567",3/8/1972,"",,"",0,""
"107-129","272 HARVARD ST","131","RES-PDV-LAND",5500.0001628,165300,0,165300," 20919/ 590",12/18/1990,"",,"",0,""
"107-133","7 TEMPLE ST","957","Charitable Svc",37068.9998184,3892200,6286000,10178200,"/",1/1/1900,"MIX NBHD CTR W/COM",62049,"103",1910,"3.25"
"107-134","10 ST PAUL ST","199","CONDO-BLDG",2808.0000036,396400,0,396400," 37971/ 077",2/11/2003,"",5400,"",1900,"2.75"
"107-134","10 ST PAUL ST #1","102","CONDOMINIUM",0,0,585800,585800," 43564/  52",8/23/2004,"FLAT",1182,"",1900,""
"107-134","10 ST PAUL ST #2","102","CONDOMINIUM",0,0,512500,512500," 43564/ 138",8/23/2004,"FLAT",1133,"",1900,""
"107-134","10 ST PAUL ST #3","102","CONDOMINIUM",0,0,470300,470300," 43564/ 246",8/23/2004,"FLAT",1020,"",1900,""
"107-135","689 MASSACHUSETTS AVE","345","RETAIL-OFFIC",10102.0000356,594000,953700,1547700," 49483/ 550",5/23/2007,"BANK",25385,"3",1904,"3"
"107-136","675 MASSACHUSETTS AVE","340","GEN-OFFICE",44435.9998764,8118500,21896400,30014900," 51851/ 264",10/31/2008,"OFFICE",21530,"2",1961,"13"
"107-137","65 PROSPECT ST","337","PARKING-LOT",56366.9998056,2402900,15500,2418400," 51851/ 264",10/31/2008,"",,"",0,""
"107-135","689 MASSACHUSETTS AVE","957","Charitable Svc",10102.0000356,1845600,1302500,3148100," 49483/ 550",5/23/2007,"OFFICE",25385,"3",1904,"3"
"108-3","360 BROADWAY","130","RES-DEV-LAND",1439.999946,373400,0,373400," 55302/ 371",9/2/2010,"",0,"",0,"2.5"
"108-8","350 BROADWAY","0101","MXD SNGL-FAM-RES",1872.0001476,343900,113700,457600," 15562/ 330",5/9/1984,"MIX NBHD CTR W/RES",3024,"2",1910,"2"
"108-9","3 WEST PL","101","SNGL-FAM-RES",1719.0000036,422800,196700,619500," 18060/ 477",4/24/1987,"CONVENTIONAL",2076,"BK",1860,"2"
"108-11","33 WEST ST","101","SNGL-FAM-RES",1260.0000072,368000,119700,487700," 25352/ 294",5/19/1995,"CONVENTIONAL",2680,"BK",1905,"2"
"108-12","27 WEST ST","199","CONDO-BLDG",5800.0000608,484400,0,484400," 43794/ 128",9/28/2004,"",8202,"",1978,"3"
"108-12","27 WEST ST #1","102","CONDOMINIUM",0,0,443600,443600," 57541/ 485",9/29/2011,"APARTMENT",927,"",1978,""
"108-12","27 WEST ST #2","102","CONDOMINIUM",0,0,443600,443600," 48839/  23",1/16/2007,"APARTMENT",912,"",1978,""
"108-12","27 WEST ST #3","102","CONDOMINIUM",0,0,444800,444800," 48088/ 495",8/31/2006,"APARTMENT",900,"",1978,""
"108-12","27 WEST ST #4","102","CONDOMINIUM",0,0,444800,444800," 48146/ 519",9/11/2006,"APARTMENT",900,"",1978,""
"108-12","27 WEST ST #5","102","CONDOMINIUM",0,0,444800,444800," 51146/ 479",5/7/2008,"APARTMENT",900,"",1978,""
"108-12","27 WEST ST #6","102","CONDOMINIUM",0,0,424800,424800," 51362/ 589",6/26/2008,"APARTMENT",900,"",1978,""
"108-12","27 WEST ST #7","102","CONDOMINIUM",0,0,444800,444800," 51153/ 381",5/9/2008,"APARTMENT",900,"",1978,""
"108-12","27 WEST ST #8","102","CONDOMINIUM",0,0,444800,444800," 59294/ 186",6/14/2012,"APARTMENT",900,"",1978,""
"108-15","55 INMAN ST","931","Improved City",20493.9999,1987900,6760500,8748400,"/",1/1/1900,"MUN. GOVT BLDG",33989,"",1900,""
"108-16","9 WEST ST","101","SNGL-FAM-RES",3459.9999852,442800,224500,667300," 33575/ 485",6/14/1972,"CONVENTIONAL",2795,"BK",1843,"2.5"
"108-17","2 INMAN PL","104","TWO-FAM-RES",1128.9998412,404200,191900,596100," 52021/ 404",12/29/2008,"CONVENTIONAL",2331,"BK",1905,"3"
"108-18","51 INMAN ST","931","Improved City",8222.999796,1644600,2999100,4643700,"/",6/4/1975,"OFFICE",28400,"1",1917,""
"108-20","5-7 WEST ST","104","TWO-FAM-RES",2080.0000188,434000,195900,629900," 12544/ 491",1/1/1900,"DUPLEX",3528,"BK",1869,"2.5"
"108-22","295 HARVARD ST","112",">8-UNIT-APT",33412.0001688,7104000,15598400,22702400," 37803/ 608",1/27/2003,"APARTMENTS",38189,"111",1900,"10"
"108-23","287 HARVARD ST","199","CONDO-BLDG",15269.0001156,0,0,0,"/",1/1/1900,"",25302,"",1970,"6"
"108-23","287 HARVARD ST #101","343","OFFICE-CONDO",0,0,179400,179400," 49390/  32",5/2/2007,"Commercial Condo",860,"",1970,"1"
"108-23","287 HARVARD ST #102","343","OFFICE-CONDO",0,0,129900,129900," 49390/  35",5/2/2007,"Commercial Condo",486,"",1970,"1"
"108-23","287 HARVARD ST #19","102","CONDOMINIUM",0,0,319100,319100," 54546/ 361",4/15/2010,"APARTMENT",770,"AP",1970,"1"
"108-23","289 HARVARD ST #20","102","CONDOMINIUM",0,0,320400,320400," 54747/ 206",5/28/2010,"APARTMENT",775,"AP",1970,"1"
"108-23","289 HARVARD ST #21","102","CONDOMINIUM",0,0,262700,262700," 28580/ 175",5/15/1998,"APARTMENT",550,"AP",1970,"1"
"108-23","289 HARVARD ST #22","102","CONDOMINIUM",0,0,283000,283000," 22444/ 508",7/2/1980,"APARTMENT",637,"AP",1970,"1"
"108-23","289 HARVARD ST #23","102","CONDOMINIUM",0,0,386800,386800," 56301/ 551",1/18/2011,"APARTMENT",990,"AP",1970,"1"
"108-23","289 HARVARD ST #24","102","CONDOMINIUM",0,0,293000,293000," 27543/ 119",8/1/1997,"APARTMENT",637,"AP",1970,"1"
"108-23","289 HARVARD ST #25","102","CONDOMINIUM",0,0,212400,212400," 52779/ 355",5/15/2009,"APARTMENT",390,"AP",1970,"1"
"108-23","289 HARVARD ST #26","102","CONDOMINIUM",0,0,329200,329200," 15718/ 185",8/2/1984,"APARTMENT",760,"AP",1970,"1"
"108-23","289 HARVARD ST #27","102","CONDOMINIUM",0,0,165000,165000," 41423/ 073",11/13/2003,"FLAT",760,"",1970,"1"
"108-23","289 HARVARD ST #29","102","CONDOMINIUM",0,0,319200,319200," 55295/  64",9/1/2010,"APARTMENT",760,"AP",1970,"1"
"108-23","289 HARVARD ST #30","102","CONDOMINIUM",0,0,332900,332900," 42852/ 465",5/21/2004,"APARTMENT",775,"AP",1970,"1"
"108-23","289 HARVARD ST #31","102","CONDOMINIUM",0,0,262700,262700," 14727/ 480",9/15/1982,"APARTMENT",550,"AP",1970,"1"
"108-23","289 HARVARD ST #32","102","CONDOMINIUM",0,0,288000,288000," 27066/ 391",2/14/1997,"APARTMENT",637,"AP",1970,"1"
"108-23","289 HARVARD ST #33","102","CONDOMINIUM",0,0,403800,403800," 43082/ 131",6/18/2004,"APARTMENT",990,"AP",1970,"1"
"108-23","289 HARVARD ST #34","102","CONDOMINIUM",0,0,288000,288000," 53722/ 291",10/26/2009,"APARTMENT",637,"",1970,"1"
"108-23","289 HARVARD ST #35","102","CONDOMINIUM",0,0,212400,212400," 14087/ 255",10/3/1980,"APARTMENT",390,"",1970,"1"
"108-23","289 HARVARD ST #36","102","CONDOMINIUM",0,0,362400,362400," 54553/ 541",4/16/2010,"APARTMENT",760,"",1970,"1"
"108-23","289 HARVARD ST #37","102","CONDOMINIUM",0,0,319200,319200," 40007/ 546",7/18/2003,"APARTMENT",760,"",1970,"1"
"108-23","287 HARVARD ST #39","102","CONDOMINIUM",0,0,329200,329200," 22110/ 459",6/10/1992,"APARTMENT",760,"",1970,"1"
"108-23","287 HARVARD ST #40","102","CONDOMINIUM",0,0,345300,345300," 13814/ 562",10/17/1979,"APARTMENT",850,"AP",1970,"1"
"108-23","287 HARVARD ST #41","102","CONDOMINIUM",0,0,267700,267700," 20056/   9",10/18/1979,"APARTMENT",550,"",1970,"1"
"108-23","287 HARVARD ST #42","102","CONDOMINIUM",0,0,349800,349800," 15308/ 114",11/9/1983,"APARTMENT",895,"",1970,"1"
"108-23","287 HARVARD ST #43","102","CONDOMINIUM",0,0,381800,381800," 26174/ 406",3/20/1986,"APARTMENT",990,"",1970,"1"
"108-23","287 HARVARD ST #44","102","CONDOMINIUM",0,0,414300,414300," 35303/ 169",4/19/2002,"APARTMENT",1090,"AP",1970,"1"
