"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
16632,"172-2","16 CHAUNCY ST #28",0.00,"102","CONDOMINIUM",0,341300,341300,"   U53/  81",826.00,7/9/2003 0:00:00,"APARTMENT",,1900,"1"
16633,"172-2","16 CHAUNCY ST #29",0.00,"102","CONDOMINIUM",0,224800,224800," 32454/  75",433.00,3/2/2001 0:00:00,"APARTMENT",,1900,"1"
16634,"172-2","16 CHAUNCY ST #31",0.00,"102","CONDOMINIUM",0,198800,198800,"    72/ 181",383.00,8/29/2001 0:00:00,"APARTMENT",,1900,"0"
16635,"172-2","16 CHAUNCY ST #32",0.00,"102","CONDOMINIUM",0,282400,282400,"    93/  85",536.00,4/25/2006 0:00:00,"APARTMENT",,1900,"1"
16636,"172-2","16 CHAUNCY ST #33",0.00,"102","CONDOMINIUM",0,325400,325400,"   U64/ 185",751.00,5/5/1999 0:00:00,"APARTMENT","AP",1900,"1"
16637,"172-2","16 CHAUNCY ST #34",0.00,"102","CONDOMINIUM",0,197800,197800,"   117/  12",381.00,8/29/2011 0:00:00,"APARTMENT",,1900,"1"
16638,"172-2","16 CHAUNCY ST #35",0.00,"102","CONDOMINIUM",0,318400,318400,"   118/  20",570.00,8/31/2011 0:00:00,"APARTMENT","AP",1900,"1"
16639,"172-2","16 CHAUNCY ST #36",0.00,"102","CONDOMINIUM",0,329200,329200,"   111/ 123",612.00,4/30/2010 0:00:00,"APARTMENT",,1900,"1"
16640,"172-2","16 CHAUNCY ST #37",0.00,"102","CONDOMINIUM",0,310700,310700,"   U58/  42",727.00,6/2/1997 0:00:00,"APARTMENT",,1900,"1"
16641,"172-2","16 CHAUNCY ST #38",0.00,"102","CONDOMINIUM",0,341500,341500,"    82/ 180",818.00,4/16/2004 0:00:00,"APARTMENT","AP",1900,"1"
16642,"172-2","16 CHAUNCY ST #39",0.00,"102","CONDOMINIUM",0,202700,202700,"   U24/ 193",424.00,1/6/2004 0:00:00,"APARTMENT",,1900,"1"
16643,"172-2","16 CHAUNCY ST #41",0.00,"102","CONDOMINIUM",0,199800,199800,"  1285/  22",385.00,5/28/2004 0:00:00,"APARTMENT",,1900,"1"
16644,"172-2","16 CHAUNCY ST #42",0.00,"102","CONDOMINIUM",0,307800,307800,"   105/  42",534.00,8/11/2008 0:00:00,"APARTMENT","AP",1900,"1"
16645,"172-2","16 CHAUNCY ST #43",0.00,"102","CONDOMINIUM",0,294700,294700,"   U38/  39",758.00,12/22/1989 0:00:00,"APARTMENT",,1900,"1"
16646,"172-2","16 CHAUNCY ST #44",0.00,"102","CONDOMINIUM",0,184500,184500,"   U24/ 193",386.00,1/6/2004 0:00:00,"APARTMENT",,1900,"1"
16647,"172-2","16 CHAUNCY ST #45",0.00,"102","CONDOMINIUM",0,276700,276700,"   U81/   2",576.00,10/6/2003 0:00:00,"APARTMENT","AP",1900,"1"
16648,"172-2","16 CHAUNCY ST #46",0.00,"102","CONDOMINIUM",0,166100,166100,"    97/  27",302.00,12/5/2006 0:00:00,"APARTMENT",,1900,"1"
16649,"172-2","16 CHAUNCY ST #47",0.00,"102","CONDOMINIUM",0,134800,134800,"   U24/ 193",282.00,1/6/2004 0:00:00,"APARTMENT",,1900,"1"
16650,"172-2","16 CHAUNCY ST #48",0.00,"102","CONDOMINIUM",0,136700,136700,"   U24/ 193",286.00,1/6/2004 0:00:00,"APARTMENT",,1900,"1"
16651,"172-2","16 CHAUNCY ST #49",0.00,"102","CONDOMINIUM",0,131800,131800,"    85/  43",254.00,9/20/2004 0:00:00,"APARTMENT",,1900,"1"
16652,"172-2","16 CHAUNCY ST #50",0.00,"102","CONDOMINIUM",0,103300,103300,"    84/  20",199.00,7/8/2004 0:00:00,"APARTMENT",,1900,"1"
16653,"172-2","16 CHAUNCY ST #51",0.00,"102","CONDOMINIUM",0,143800,143800,"    83/ 110",277.00,6/2/2004 0:00:00,"APARTMENT",,1900,"1"
16654,"172-2","16 CHAUNCY ST #52",0.00,"102","CONDOMINIUM",0,249800,249800,"   110/ 100",419.00,12/18/2009 0:00:00,"APARTMENT","AP",1900,"1"
16655,"172-2","16 CHAUNCY ST #53",0.00,"102","CONDOMINIUM",0,211000,211000,"   U37/ 192",402.00,12/20/1989 0:00:00,"APARTMENT",,1900,"1"
16656,"172-2","16 CHAUNCY ST #60",0.00,"102","CONDOMINIUM",0,292800,292800,"   U53/  82",655.00,10/25/1995 0:00:00,"APARTMENT","AP",1900,"1"
16657,"172-3","14 CHAUNCY ST",9590.00,"199","CONDO-BLDG",0,0,0,"/",15754.00,1/1/1900 0:00:00,,,1880,"3"
16658,"172-3","14 CHAUNCY ST #1",0.00,"102","CONDOMINIUM",0,590000,590000," 55236/ 231",1346.00,8/25/2010 0:00:00,"APARTMENT","AP",1880,"1"
16659,"172-3","14 CHAUNCY ST #2",0.00,"102","CONDOMINIUM",0,617800,617800," 48125/ 439",1367.00,9/6/2006 0:00:00,"APARTMENT","AP",1880,"1"
16660,"172-3","14 CHAUNCY ST #3",0.00,"102","CONDOMINIUM",0,614500,614500," 49875/ 151",1331.00,7/31/2007 0:00:00,"APARTMENT","AP",1880,"1"
16661,"172-3","14 CHAUNCY ST #4",0.00,"102","CONDOMINIUM",0,586800,586800," 21582/  90",1174.00,12/4/1991 0:00:00,"APARTMENT",,1880,"1"
16662,"172-3","14 CHAUNCY ST #5",0.00,"102","CONDOMINIUM",0,595800,595800," 32022/ 485",1206.00,11/14/2000 0:00:00,"APARTMENT",,1880,"1"
16663,"172-3","14 CHAUNCY ST #6",0.00,"102","CONDOMINIUM",0,671900,671900," 28761/ 171",1592.00,6/26/1998 0:00:00,"TOWNHOUSE",,1880,"3"
16664,"172-3","14 CHAUNCY ST #7",0.00,"102","CONDOMINIUM",0,861700,861700," 47915/ 570",2254.00,8/1/2006 0:00:00,"TOWNHOUSE",,1880,"3"
16665,"172-3","14 CHAUNCY ST #8",0.00,"102","CONDOMINIUM",0,671900,671900," 21459/ 282",1592.00,10/4/1991 0:00:00,"TOWNHOUSE","TT",1880,"3"
16666,"172-12","1572 MASSACHUSETTS AVE",12860.00,"199","CONDO-BLDG",0,0,0,"/",52860.00,1/1/1900 0:00:00,,,1850,"5"
16667,"172-12","1572 MASSACHUSETTS AVE #1",0.00,"102","CONDOMINIUM",0,1251900,1251900,"   U29/ 165",3777.00,2/22/1980 0:00:00,"APARTMENT",,1850,"1"
16668,"172-12","1572 MASSACHUSETTS AVE #3",0.00,"102","CONDOMINIUM",0,145500,145500,"   118/ 119",242.00,11/7/2011 0:00:00,"APARTMENT",,1850,"1"
16669,"172-12","1572 MASSACHUSETTS AVE #4",0.00,"102","CONDOMINIUM",0,407100,407100,"   U22/   6",792.00,12/2/1985 0:00:00,"APARTMENT","AP",1850,"1"
16670,"172-12","1572 MASSACHUSETTS AVE #5",0.00,"102","CONDOMINIUM",0,412900,412900,"    U4/ 125",817.00,4/16/1980 0:00:00,"APARTMENT",,1850,"1"
16671,"172-12","1572 MASSACHUSETTS AVE #6",0.00,"102","CONDOMINIUM",0,330600,330600,"   113/  26",606.00,8/4/2010 0:00:00,"APARTMENT",,1850,"1"
16672,"172-12","1572 MASSACHUSETTS AVE #7",0.00,"102","CONDOMINIUM",0,319700,319700,"   U29/ 166",520.00,9/21/1987 0:00:00,"APARTMENT",,1850,"1"
16673,"172-12","1572 MASSACHUSETTS AVE #20",0.00,"102","CONDOMINIUM",0,709100,709100,"   U15/ 145",1662.00,1/27/1984 0:00:00,"APARTMENT","FL",1850,"1"
16674,"172-12","1572 MASSACHUSETTS AVE #21",0.00,"102","CONDOMINIUM",0,245900,245900,"   U54/  47",389.00,1/31/1996 0:00:00,"APARTMENT",,1850,"1"
16675,"172-12","1572 MASSACHUSETTS AVE #22",0.00,"102","CONDOMINIUM",0,420200,420200,"   U40/  38",840.00,9/5/1990 0:00:00,"APARTMENT",,1850,"1"
16676,"172-12","1572 MASSACHUSETTS AVE #23",0.00,"102","CONDOMINIUM",0,412000,412000,"/",813.00,3/12/1993 0:00:00,"APARTMENT",,1850,"1"
16677,"172-12","1572 MASSACHUSETTS AVE #24",0.00,"102","CONDOMINIUM",0,347400,347400,"   108/ 101",606.00,7/16/2009 0:00:00,"APARTMENT",,1850,"1"
16678,"172-12","1572 MASSACHUSETTS AVE #25",0.00,"102","CONDOMINIUM",0,319700,319700,"   U64/  71",520.00,4/30/1986 0:00:00,"APARTMENT",,1850,"1"
16679,"172-12","1572 MASSACHUSETTS AVE #26",0.00,"102","CONDOMINIUM",0,529800,529800,"   U51/  75",1233.00,2/10/1995 0:00:00,"APARTMENT","AP",1850,"1"
16680,"172-12","1572 MASSACHUSETTS AVE #30",0.00,"102","CONDOMINIUM",0,438300,438300,"    89/ 128",892.00,8/2/2005 0:00:00,"APARTMENT",,1850,"1"
16681,"172-12","1572 MASSACHUSETTS AVE #31",0.00,"102","CONDOMINIUM",0,245900,245900,"   U51/ 123",389.00,3/10/1995 0:00:00,"APARTMENT",,1850,"1"
16682,"172-12","1572 MASSACHUSETTS AVE #32",0.00,"102","CONDOMINIUM",0,412000,412000,"    99/  88",813.00,5/24/2007 0:00:00,"APARTMENT",,1850,"1"
16683,"172-12","1572 MASSACHUSETTS AVE #33",0.00,"102","CONDOMINIUM",0,403100,403100,"    89/   7",817.00,6/23/2005 0:00:00,"APARTMENT",,1850,"1"
16684,"172-12","1572 MASSACHUSETTS AVE #34",0.00,"102","CONDOMINIUM",0,330600,330600,"   U53/  56",606.00,10/3/1995 0:00:00,"APARTMENT","AP",1850,"1"
16685,"172-12","1572 MASSACHUSETTS AVE #35",0.00,"102","CONDOMINIUM",0,319700,319700,"   U44/  38",520.00,5/29/1992 0:00:00,"APARTMENT",,1850,"1"
16686,"172-12","1572 MASSACHUSETTS AVE #36",0.00,"102","CONDOMINIUM",0,245900,245900,"    99/  89",389.00,5/24/2007 0:00:00,"APARTMENT",,1850,"1"
16687,"172-12","1572 MASSACHUSETTS AVE #37",0.00,"102","CONDOMINIUM",0,376300,376300,"   U62/ 131",784.00,9/2/1998 0:00:00,"APARTMENT",,1850,"1"
16688,"172-12","1572 MASSACHUSETTS AVE #38",0.00,"102","CONDOMINIUM",0,377500,377500,"   U51/ 124",693.00,10/9/1990 0:00:00,"APARTMENT",,1850,"1"
16689,"172-12","1572 MASSACHUSETTS AVE #39",0.00,"102","CONDOMINIUM",0,271000,271000,"   U15/ 146",425.00,1/27/1984 0:00:00,"APARTMENT","AP",1850,"1"
16690,"172-12","1572 MASSACHUSETTS AVE #40",0.00,"102","CONDOMINIUM",0,676200,676200,"    67/  12",1630.00,3/26/2008 0:00:00,"APARTMENT",,1850,"0"
16691,"172-12","1572 MASSACHUSETTS AVE #41",0.00,"102","CONDOMINIUM",0,233900,233900,"   103/  47",389.00,3/26/2008 0:00:00,"APARTMENT",,1850,"1"
16692,"172-12","1572 MASSACHUSETTS AVE #42",0.00,"102","CONDOMINIUM",0,399900,399900,"   U53/ 170",813.00,7/18/1988 0:00:00,"APARTMENT",,1850,"1"
16693,"172-12","1572 MASSACHUSETTS AVE #43",0.00,"102","CONDOMINIUM",0,420200,420200,"    U4/  96",840.00,3/3/1980 0:00:00,"APARTMENT",,1850,"1"
16694,"172-12","1572 MASSACHUSETTS AVE #44",0.00,"102","CONDOMINIUM",0,347400,347400,"   U54/ 106",606.00,5/13/1985 0:00:00,"APARTMENT",,1850,"1"
16695,"172-12","1572 MASSACHUSETTS AVE #45",0.00,"102","CONDOMINIUM",0,319700,319700,"   116/  32",520.00,6/29/2011 0:00:00,"APARTMENT",,1850,"1"
16696,"172-12","1572 MASSACHUSETTS AVE #46",0.00,"102","CONDOMINIUM",0,245900,245900,"    83/  79",389.00,5/24/2004 0:00:00,"APARTMENT",,1850,"1"
16697,"172-12","1572 MASSACHUSETTS AVE #47",0.00,"102","CONDOMINIUM",0,547200,547200,"   113/   1",1294.00,7/26/2010 0:00:00,"APARTMENT",,1850,"1"
16698,"172-12","1572 MASSACHUSETTS AVE #50",0.00,"102","CONDOMINIUM",0,221900,221900,"   U52/  14",351.00,5/12/1995 0:00:00,"APARTMENT",,1850,"1"
16699,"172-12","1572 MASSACHUSETTS AVE #51",0.00,"102","CONDOMINIUM",0,245900,245900,"   U80/ 129",389.00,9/10/2003 0:00:00,"APARTMENT","AP",1850,"1"
16700,"172-12","1572 MASSACHUSETTS AVE #52",0.00,"102","CONDOMINIUM",0,633200,633200,"    U4/  85",1576.00,2/22/1980 0:00:00,"APARTMENT","AP",1850,"1"
16701,"172-12","1572 MASSACHUSETTS AVE #54",0.00,"102","CONDOMINIUM",0,347400,347400,"   110/ 142",606.00,1/14/2010 0:00:00,"APARTMENT",,1850,"1"
16702,"172-12","1572 MASSACHUSETTS AVE #55",0.00,"102","CONDOMINIUM",0,319700,319700,"   110/  92",520.00,12/10/2009 0:00:00,"APARTMENT",,1850,"1"
16703,"172-12","1572 MASSACHUSETTS AVE #56",0.00,"102","CONDOMINIUM",0,245900,245900,"   U54/  73",389.00,10/24/1984 0:00:00,"APARTMENT",,1850,"1"
16704,"172-12","1572 MASSACHUSETTS AVE #57",0.00,"102","CONDOMINIUM",0,407200,407200,"   U14/  78",830.00,8/19/1983 0:00:00,"APARTMENT",,1850,"1"
16705,"172-12","1572 MASSACHUSETTS AVE #58",0.00,"102","CONDOMINIUM",0,265500,265500,"   U32/ 160",420.00,8/22/1984 0:00:00,"APARTMENT",,1850,"1"
16706,"172-12","1572 MASSACHUSETTS AVE #59",0.00,"102","CONDOMINIUM",0,363700,363700,"   U67/   3",670.00,11/10/1999 0:00:00,"APARTMENT",,1850,"1"
16707,"172-12","1572 MASSACHUSETTS AVE #60",0.00,"102","CONDOMINIUM",0,240000,240000,"   U36/ 147",376.00,7/21/1989 0:00:00,"APARTMENT",,1850,"1"
16708,"172-14","1558 MASSACHUSETTS AVE",9178.00,"112",">8-UNIT-APT",2363700,3280900,5644600," 21036/ 504",21789.00,3/6/1991 0:00:00,"APARTMENTS","31",1920,"5"
16709,"172-15","13 WATERHOUSE ST",7630.00,"960","Church",984300,3451900,4436200,"/",18422.00,1/1/1900 0:00:00,"CHURCH",,1923,"2"
16710,"172-16","29 FOLLEN ST",13528.99,"104","TWO-FAM-RES",1337300,642500,1979800,"/",8724.00,1/1/1900 0:00:00,"COLONIAL","ST",1838,"2.5"
16711,"172-18","21 FOLLEN ST",9115.99,"101","SNGL-FAM-RES",1164800,884000,2048800," 48553/  45",5942.00,11/27/2006 0:00:00,"COLONIAL","BK",1841,"2.25"
16712,"172-19","19 FOLLEN ST",14592.00,"101","SNGL-FAM-RES",1388700,1210300,2599000," 20187/ 249",8222.00,11/7/1989 0:00:00,"COLONIAL","ST",1844,"2.5"
16713,"172-21","9R FOLLEN ST",19651.99,"199","CONDO-BLDG",0,0,0,"/",13957.00,2/24/1986 0:00:00,,,1844,"2.75"
16714,"172-21","9-11 FOLLEN ST #9",0.00,"102","CONDOMINIUM",0,2620100,2620100," 54925/ 153",4309.00,6/30/2010 0:00:00,"SEMIDETACHED","SD",1844,"3"
16715,"172-21","11 FOLLEN ST #11",0.00,"102","CONDOMINIUM",0,2522800,2522800," 41472/ 402",4177.00,11/21/2003 0:00:00,"SEMIDETACHED","SD",1844,"3"
16716,"172-24","6 FOLLEN ST",12195.99,"101","SNGL-FAM-RES",1294700,952700,2247400," 31821/ 443",5801.00,9/15/2000 0:00:00,"VICTORIAN","BK",1868,"3"
16717,"172-25","8 FOLLEN ST",15343.99,"101","SNGL-FAM-RES",1422100,1629800,3051900," 25607/  81",9023.00,8/29/1995 0:00:00,"VICTORIAN","BK",1871,"3"
16718,"172-26","10 FOLLEN ST",12456.99,"101","SNGL-FAM-RES",1304600,1585900,2890500,"/",9290.00,3/5/1993 0:00:00,"VICTORIAN","BK",1886,"2.75"
16719,"172-28","36 FOLLEN ST",4320.99,"101","SNGL-FAM-RES",855200,394600,1249800," 10987/ 237",4013.00,11/19/1965 0:00:00,"COLONIAL","BK",1847,"2.25"
16720,"172-29","9 WATERHOUSE ST",13686.99,"9571","Charitable Svc",684350,1171100,1855450," 28743/  45",7562.00,6/23/1998 0:00:00,"VICTORIAN","BK",1890,
16721,"172-30","7 WATERHOUSE ST",15479.99,"101","SNGL-FAM-RES",1428000,931100,2359100," 15470/ 281",7022.00,3/7/1984 0:00:00,"COLONIAL","BK",1905,"2.25"
16722,"172-36","1573 MASSACHUSETTS AVE",13180.00,"930","Vacant City",316300,0,316300,"/",0.00,1/1/1900 0:00:00,,,0,
16723,"172-37","15 FOLLEN ST",9033.00,"101","SNGL-FAM-RES",1161500,1080900,2242400," 40057/ 238",7159.00,7/22/2003 0:00:00,"COLONIAL","BK",1838,"2.25"
16724,"172-38","13 FOLLEN ST",12477.00,"101","SNGL-FAM-RES",1305200,2283700,3588900," 49494/ 248",6733.00,5/24/2007 0:00:00,"COLONIAL","BK",1900,"2.75"
16725,"172-41","12 CHAUNCY TER",13034.00,"199","CONDO-BLDG",0,0,0,"/",6613.00,1/1/1900 0:00:00,,,1880,"2.5"
16726,"172-41","2 CHAUNCY TER #2/1",0.00,"102","CONDOMINIUM",0,387400,387400," 50076/ 485",862.00,9/10/2007 0:00:00,"APARTMENT","TW",1880,"1"
16727,"172-41","3 CHAUNCY TER #3/1",0.00,"102","CONDOMINIUM",0,357700,357700," 20513/ 497",768.00,4/30/1990 0:00:00,"APARTMENT",,1880,"1"
16728,"172-41","4 CHAUNCY TER #4/1",0.00,"102","CONDOMINIUM",0,313100,313100," 14330/ 522",752.00,6/26/1981 0:00:00,"APARTMENT","AP",1880,"1"
16729,"172-41","4 CHAUNCY TER #4/2",0.00,"102","CONDOMINIUM",0,344800,344800," 26457/ 395",760.00,7/1/1996 0:00:00,"APARTMENT","AP",1880,"2"
16730,"172-41","4 CHAUNCY TER #4/3",0.00,"102","CONDOMINIUM",0,314800,314800," 14230/ 238",720.00,3/5/1981 0:00:00,"APARTMENT",,1880,"1"
16731,"172-41","4 CHAUNCY TER #4/4",0.00,"102","CONDOMINIUM",0,293800,293800," 49374/ 313",670.00,4/30/2007 0:00:00,"APARTMENT",,1880,"1"
16732,"172-41","5 CHAUNCY TER #5/1",0.00,"102","CONDOMINIUM",0,373600,373600," 49225/ 559",758.00,4/2/2007 0:00:00,"APARTMENT",,1880,"1"
16733,"172-41","5 CHAUNCY TER #5/2",0.00,"102","CONDOMINIUM",0,392400,392400," 19992/ 335",1064.00,8/7/1989 0:00:00,"TWO-FLOORS",,1880,"2"
16734,"172-41","12 CHAUNCY ST #12/1",0.00,"102","CONDOMINIUM",0,378900,378900," 43102/ 157",862.00,8/22/2004 0:00:00,"APARTMENT",,1880,"1"
16735,"172-41","12 CHAUNCY ST #12/2",0.00,"102","CONDOMINIUM",0,286800,286800," 25599/ 221",638.00,8/25/1995 0:00:00,"APARTMENT","AP",1880,"1"
16736,"172-41","12 CHAUNCY ST #12/3",0.00,"102","CONDOMINIUM",0,331800,331800," 50066/  64",702.00,9/6/2007 0:00:00,"APARTMENT",,1880,"1"
16737,"172-41","12 CHAUNCY ST #12/4",0.00,"102","CONDOMINIUM",0,287200,287200," 42942/ 300",640.00,6/1/2004 0:00:00,"ATTIC","AT",1880,"1"
16738,"172-41","12 CHAUNCY ST #12/5",0.00,"102","CONDOMINIUM",0,241500,241500," 44296/  89",470.00,12/14/2004 0:00:00,"FLAT","FL",1880,"1"
16739,"172-43","3 CONCORD AVE",10064.00,"112",">8-UNIT-APT",2654900,5017400,7672300,"/",19608.00,1/1/1900 0:00:00,"APARTMENTS","41",1880,"6"
16740,"172-44","5 CONCORD AVE",7688.99,"112",">8-UNIT-APT",2653900,3167100,5821000,"  8334/ 241",19074.00,1/1/1900 0:00:00,"APARTMENTS","42",1910,"6"
16741,"172-45","15-21 GARDEN ST",11569.99,"112",">8-UNIT-APT",2450800,4473700,6924500,"/",26832.00,1/1/1900 0:00:00,"APARTMENTS","33",1900,"6.0"
16742,"172-46","19-21 GARDEN ST",10682.00,"112",">8-UNIT-APT",3062800,6492300,9555100," 13091/ 598",25248.00,11/10/1976 0:00:00,"APARTMENTS","55",1900,"6.5"
16743,"172-49","7 CONCORD AVE",3740.00,"101","SNGL-FAM-RES",789700,699700,1489400," 47715/ 508",5839.00,6/28/2006 0:00:00,"COLONIAL","BK",1886,"2.5"
16744,"172-50","9 CONCORD AVE",9106.00,"101","SNGL-FAM-RES",1106200,882800,1989000," 17373/ 305",6214.00,9/5/1986 0:00:00,"COLONIAL","BK",1855,"2.5"
16745,"172-51","6 CHAUNCY ST",6165.00,"111","4-8-UNIT-APT",721900,700800,1422700," 27420/ 437",9156.00,2/21/1979 0:00:00,"MULT-RESDNCE","7",1900,"3"
16746,"172-57","44-46 FOLLEN ST",3832.99,"104","TWO-FAM-RES",834400,1251700,2086100,"543211/ 517",5087.00,2/23/2010 0:00:00,"VICTORIAN","BK",1910,"3"
16747,"172-59","1 FOLLEN ST",22956.00,"942","Private College, University",1675800,3873000,5548800,"/",32131.00,5/23/1952 0:00:00,"MULTIPURP COLL",,1890,"3"
16748,"172-60","29 GARDEN ST",27815.99,"942","Private College, University",8678600,29131500,37810100,"/",96540.00,3/15/1972 0:00:00,"MULTIPURP COLL",,1910,"5"
16749,"172-61","18 CHAUNCY ST",28027.00,"112",">8-UNIT-APT",4688100,9179500,13867600," 35600/ 150",48402.00,6/3/2002 0:00:00,"APARTMENTS","98",1890,"4"
16750,"172-62","10 CHAUNCY ST",8919.99,"112",">8-UNIT-APT",2332400,3575300,5907700," 13301/ 211",22380.00,10/3/1977 0:00:00,"APARTMENTS","30",1900,"4.0"
16751,"172-63","8 CHAUNCY ST",10802.99,"112",">8-UNIT-APT",2210100,2567700,4777800," 13301/ 211",19530.00,10/3/1977 0:00:00,"APARTMENTS","25",1900,"4.0"
16752,"172-65","50 FOLLEN ST",20712.99,"199","CONDO-BLDG",0,0,0," 22954/ 196",69336.00,1/1/1998 0:00:00,,,1925,"5"
16753,"172-65","50 FOLLEN ST #1",0.00,"102","CONDOMINIUM",0,339100,339100," 14385/ 452",770.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16754,"172-65","50 FOLLEN ST #2",0.00,"102","CONDOMINIUM",0,188100,188100," 14385/ 452",342.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16755,"172-65","50 FOLLEN ST #3",0.00,"102","CONDOMINIUM",0,209000,209000," 14385/ 452",380.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16756,"172-65","50 FOLLEN ST #4",0.00,"102","CONDOMINIUM",0,192100,192100," 56802/ 275",370.00,4/29/2011 0:00:00,"APARTMENT","AP",1925,"0"
16757,"172-65","50 FOLLEN ST #5",0.00,"102","CONDOMINIUM",0,187000,187000," 14385/ 452",340.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16758,"172-65","50 FOLLEN ST #6",0.00,"102","CONDOMINIUM",0,195200,195200," 14385/ 452",355.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16759,"172-65","50 FOLLEN ST #7",0.00,"102","CONDOMINIUM",0,134600,134600," 26046/ 457",315.00,9/10/1980 0:00:00,"BASEMENT","AP",1925,"0"
16760,"172-65","50 FOLLEN ST #8",0.00,"102","CONDOMINIUM",0,184200,184200," 14385/ 452",335.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16761,"172-65","50 FOLLEN ST #9",0.00,"102","CONDOMINIUM",0,157300,157300," 14385/ 452",286.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16762,"172-65","50 FOLLEN ST #10",0.00,"102","CONDOMINIUM",0,192500,192500," 14385/ 373",350.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16763,"172-65","50 FOLLEN ST #11",0.00,"102","CONDOMINIUM",0,218900,218900," 14385/ 452",398.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16764,"172-65","50 FOLLEN ST #12",0.00,"102","CONDOMINIUM",0,238700,238700," 14385/ 452",434.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16765,"172-65","50 FOLLEN ST #14",0.00,"102","CONDOMINIUM",0,376800,376800," 14385/ 452",885.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16766,"172-65","50 FOLLEN ST #15",0.00,"102","CONDOMINIUM",0,271500,271500," 31964/ 577",555.00,10/27/2000 0:00:00,"APARTMENT","AP",1925,"0"
16767,"172-65","50 FOLLEN ST #16",0.00,"102","CONDOMINIUM",0,341200,341200," 14385/ 452",780.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16768,"172-65","50 FOLLEN ST #101",0.00,"102","CONDOMINIUM",0,313000,313000," 14385/ 452",665.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16769,"172-65","50 FOLLEN ST #102",0.00,"102","CONDOMINIUM",0,339100,339100," 14385/ 452",770.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16770,"172-65","50 FOLLEN ST #103",0.00,"102","CONDOMINIUM",0,203500,203500," 14385/ 452",370.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16771,"172-65","50 FOLLEN ST #104",0.00,"102","CONDOMINIUM",0,340100,340100," 14385/ 452",775.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16772,"172-65","50 FOLLEN ST #105",0.00,"102","CONDOMINIUM",0,326200,326200," 14385/ 452",715.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16773,"172-65","50 FOLLEN ST #106",0.00,"102","CONDOMINIUM",0,335700,335700," 45511/ 388",800.00,6/30/2005 0:00:00,"APARTMENT","AP",1925,"0"
16774,"172-65","50 FOLLEN ST #107",0.00,"102","CONDOMINIUM",0,412100,412100," 36283/ 374",1035.00,8/30/2002 0:00:00,"APARTMENT","AP",1925,"0"
16775,"172-65","50 FOLLEN ST #108",0.00,"102","CONDOMINIUM",0,323700,323700," 55299/ 210",705.00,9/1/2010 0:00:00,"APARTMENT","AP",1925,"0"
16776,"172-65","50 FOLLEN ST #109",0.00,"102","CONDOMINIUM",0,181700,181700," 52779/ 353",350.00,5/15/2009 0:00:00,"APARTMENT","AP",1925,"0"
16777,"172-65","50 FOLLEN ST #110",0.00,"102","CONDOMINIUM",0,217200,217200," 16180/ 263",395.00,5/24/1985 0:00:00,"APARTMENT","AP",1925,"0"
16778,"172-65","50 FOLLEN ST #111",0.00,"102","CONDOMINIUM",0,432200,432200," 14385/ 452",1114.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16779,"172-65","50 FOLLEN ST #112",0.00,"102","CONDOMINIUM",0,324000,324000," 14385/ 452",706.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16780,"172-65","50 FOLLEN ST #114",0.00,"102","CONDOMINIUM",0,327500,327500," 14385/ 452",720.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16781,"172-65","50 FOLLEN ST #115",0.00,"102","CONDOMINIUM",0,315800,315800," 14385/ 452",675.00,8/17/1981 0:00:00,"APARTMENT","AP",1925,"1"
16782,"172-65","50 FOLLEN ST #116",0.00,"102","CONDOMINIUM",0,339800,339800," 45306/ 389",690.00,6/1/2005 0:00:00,"APARTMENT","AP",1925,"0"
16783,"172-65","50 FOLLEN ST #117",0.00,"102","CONDOMINIUM",0,260500,260500," 14059/ 472",508.00,9/10/1980 0:00:00,"APARTMENT","AP",1925,"0"
